City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
223,Severo-Kurilsk,RU,50.6789,156.125,21.92,70,36,10.22,scattered clouds,2022-02-13 19:48:40
224,Nioro,GM,13.35,-15.75,83.43,10,27,7.43,scattered clouds,2022-02-13 19:53:59
225,Bogale,MM,16.2833,95.4,64.69,58,60,6.91,broken clouds,2022-02-13 19:53:59
226,Iralaya,HN,15.0,-83.2333,82.49,64,0,9.93,clear sky,2022-02-13 19:54:00
227,Colgong,IN,25.2667,87.2167,56.73,56,0,3.6,clear sky,2022-02-13 19:54:00
228,Otradnoye,RU,59.7775,30.8181,34.03,89,100,13.11,snow,2022-02-13 19:54:00
229,Flinders,AU,-34.5833,150.8552,68.38,80,100,5.01,overcast clouds,2022-02-13 19:54:01
230,Moskovskiy,RU,55.5991,37.355,29.3,59,0,11.18,light snow,2022-02-13 19:54:01
231,Nizhniy Kuranakh,RU,58.8353,125.4869,-23.98,100,100,2.59,overcast clouds,2022-02-13 19:54:02
232,Clyde River,CA,70.4692,-68.5914,-23.57,76,0,12.66,haze,2022-02-13 19:48:00
233,Praya,CV,14.9215,-23.5087,75.74,64,0,18.41,clear sky,2022-02-13 19:50:11
234,Valleyview,CA,55.0667,-117.2859,35.64,55,82,8.05,broken clouds,2022-02-13 19:54:02
235,Meulaboh,ID,4.1363,96.1285,76.33,90,88,4.85,overcast clouds,2022-02-13 19:50:53
236,Sucua,EC,-2.4667,-78.1667,81.34,61,75,9.22,light rain,2022-02-13 19:54:03
237,Kottayam,IN,9.5833,76.5167,78.82,91,53,2.21,broken clouds,2022-02-13 19:54:04
238,Hirara,JP,24.8,125.2833,66.42,84,100,23.15,overcast clouds,2022-02-13 19:51:22
239,Delta Del Tigre,UY,-34.7633,-56.3853,70.9,52,75,12.66,broken clouds,2022-02-13 19:54:04
240,Kaitangata,NZ,-46.2817,169.8464,54.93,80,16,2.86,few clouds,2022-02-13 19:49:58
241,Roma,US,43.2128,-75.4557,22.42,59,100,3.0,overcast clouds,2022-02-13 19:54:05
242,Norrtalje,SE,59.758,18.705,39.29,85,100,13.27,overcast clouds,2022-02-13 19:54:05
243,Sarkikaraagac,TR,38.0794,31.3664,28.45,86,85,0.74,overcast clouds,2022-02-13 19:54:06
244,Renqiu,CN,38.6989,116.0936,17.55,97,38,5.17,scattered clouds,2022-02-13 19:54:06
245,Longyearbyen,SJ,78.2186,15.6401,9.7,96,100,2.62,overcast clouds,2022-02-13 19:50:55
246,Tiksi,RU,71.6872,128.8694,-12.95,93,11,11.83,few clouds,2022-02-13 19:48:24
247,Sao Filipe,CV,14.8961,-24.4956,75.6,59,52,11.52,broken clouds,2022-02-13 19:47:58
248,Neryungri,RU,56.6709,124.6491,-34.96,100,66,2.06,broken clouds,2022-02-13 19:54:07
249,Saint-Avold,FR,49.1027,6.7006,50.43,68,83,15.73,broken clouds,2022-02-13 19:54:08
250,Atlacomulco,MX,19.7989,-99.8744,62.49,36,62,4.25,broken clouds,2022-02-13 19:54:08
251,Viedma,AR,-40.8135,-62.9967,92.39,13,0,7.9,clear sky,2022-02-13 19:50:20
252,Sobolevo,RU,54.4299,31.8996,23.65,84,56,13.38,broken clouds,2022-02-13 19:54:09
253,Kirakira,SB,-10.4544,161.9205,79.48,84,97,8.48,overcast clouds,2022-02-13 19:48:13
254,Banff,CA,51.1762,-115.5698,42.03,52,98,6.91,overcast clouds,2022-02-13 19:54:09
255,San Jose,US,37.3394,-121.895,78.57,46,0,4.61,clear sky,2022-02-13 19:54:09
256,Antofagasta,CL,-23.65,-70.4,72.21,61,80,10.6,broken clouds,2022-02-13 19:46:34
257,Laguna De Duero,ES,41.5815,-4.7233,46.53,79,100,21.59,overcast clouds,2022-02-13 19:54:10
258,Port Hedland,AU,-20.3167,118.5667,84.25,74,4,11.5,clear sky,2022-02-13 19:48:33
259,Akyab,MM,20.15,92.9,64.33,57,87,7.4,overcast clouds,2022-02-13 19:50:01
260,Taltal,CL,-25.4,-70.4833,71.46,68,14,7.52,few clouds,2022-02-13 19:54:11
261,Amahai,ID,-3.3333,128.9167,76.15,89,100,1.43,overcast clouds,2022-02-13 19:48:37
262,Ketchikan,US,55.3422,-131.6461,46.38,100,100,4.61,light rain,2022-02-13 19:50:12
263,Wamba,NG,8.9333,8.6,79.74,14,9,3.09,clear sky,2022-02-13 19:54:12
264,Fare,PF,-16.7,-151.0167,80.78,74,100,15.82,light rain,2022-02-13 19:54:12
265,Zhangye,CN,38.9342,100.4517,26.04,47,99,1.48,overcast clouds,2022-02-13 19:54:13
266,Muncar,ID,-8.4333,114.3333,75.6,93,100,1.14,overcast clouds,2022-02-13 19:54:13
267,Paka,MY,4.6374,103.4368,76.93,94,31,0.0,scattered clouds,2022-02-13 19:54:14
268,Quang Ngai,VN,15.1167,108.8,72.95,94,100,5.55,overcast clouds,2022-02-13 19:49:54
269,Srandakan,ID,-7.9386,110.2506,61.74,93,100,5.91,very heavy rain,2022-02-13 19:51:01
270,Lorengau,PG,-2.0226,147.2712,80.33,79,100,1.54,overcast clouds,2022-02-13 19:48:51
271,Yenagoa,NG,4.9247,6.2642,81.54,74,31,8.05,scattered clouds,2022-02-13 19:54:15
272,Saint George,US,37.1041,-113.5841,70.36,19,0,3.44,clear sky,2022-02-13 19:46:46
273,Cam Ranh,VN,11.9214,109.1591,76.96,83,20,3.44,few clouds,2022-02-13 19:54:16
274,Marystown,CA,47.1666,-55.1483,35.85,100,72,7.0,broken clouds,2022-02-13 19:54:16
275,Chifeng,CN,42.2683,118.9636,5.86,92,100,5.61,overcast clouds,2022-02-13 19:54:17
276,Nuuk,GL,64.1835,-51.7216,4.89,86,100,6.98,overcast clouds,2022-02-13 19:54:17
277,Porto Franco,BR,-6.3383,-47.3992,79.99,86,56,3.58,broken clouds,2022-02-13 19:54:18
278,Ucluelet,CA,48.9329,-125.5528,53.1,63,98,1.01,overcast clouds,2022-02-13 19:54:18
279,Nantucket,US,41.2835,-70.0995,37.51,86,100,17.27,overcast clouds,2022-02-13 19:49:34
280,Port Augusta,AU,-32.5,137.7667,74.71,51,51,8.48,broken clouds,2022-02-13 19:47:32
281,Avera,US,33.194,-82.5271,58.95,23,13,17.13,few clouds,2022-02-13 19:50:00
282,Newport,GB,51.5877,-2.9984,51.19,91,100,13.27,overcast clouds,2022-02-13 19:54:19
283,Bonavista,CA,48.6499,-53.1147,42.12,72,100,14.94,overcast clouds,2022-02-13 19:48:02
284,Harper,LR,4.375,-7.7169,78.49,83,54,7.63,broken clouds,2022-02-13 19:48:48
285,Saint Andrews,US,34.0454,-81.1293,59.76,54,75,8.05,broken clouds,2022-02-13 19:54:20
286,Sai Buri,TH,6.7013,101.6168,75.99,89,95,7.63,overcast clouds,2022-02-13 19:54:20
287,Biri,PH,12.6833,124.3636,78.62,80,85,12.84,overcast clouds,2022-02-13 19:54:20
288,Saint-Augustin,CA,51.226,-58.6502,1.92,75,1,11.39,clear sky,2022-02-13 19:54:21
289,Hami,CN,42.8,93.45,26.29,51,73,5.59,broken clouds,2022-02-13 19:54:21
290,Bam,IR,29.106,58.357,52.03,54,100,7.61,overcast clouds,2022-02-13 19:54:22
291,Dandong,CN,40.1292,124.3947,27.48,96,100,1.54,snow,2022-02-13 19:54:22
292,Oistins,BB,13.0667,-59.5333,82.49,65,40,18.41,scattered clouds,2022-02-13 19:48:49
293,Lormont,FR,44.875,-0.5178,59.09,59,0,10.36,clear sky,2022-02-13 19:54:22
294,Saint-Georges,GD,12.0564,-61.7485,82.08,65,75,20.71,broken clouds,2022-02-13 19:49:32
295,Yeppoon,AU,-23.1333,150.7333,69.58,81,21,15.73,few clouds,2022-02-13 19:54:23
296,Shelopugino,RU,51.6514,117.5599,-26.09,100,100,1.34,overcast clouds,2022-02-13 19:54:24
297,Aleksandrovskiy Zavod,RU,50.9237,117.9374,-25.46,99,77,3.22,broken clouds,2022-02-13 19:54:24
298,Voznesenye,RU,61.0106,35.4781,29.37,88,100,12.68,light snow,2022-02-13 19:54:24
299,Atar,MR,20.5169,-13.0499,71.78,17,100,9.06,overcast clouds,2022-02-13 19:50:53
300,Urumqi,CN,43.801,87.6005,11.35,85,0,2.24,clear sky,2022-02-13 19:51:06
301,Kahta,TR,37.7855,38.6237,43.97,46,100,4.74,overcast clouds,2022-02-13 19:54:25
302,Oranjemund,NA,-28.55,16.4333,66.45,81,0,12.1,clear sky,2022-02-13 19:54:25
303,Gigant,RU,46.5066,41.3419,30.31,57,0,2.84,clear sky,2022-02-13 19:54:26
304,Inuvik,CA,68.3499,-133.7218,-24.74,75,75,2.3,broken clouds,2022-02-13 19:54:26
305,Sept-Iles,CA,50.2001,-66.3821,6.06,57,40,8.05,scattered clouds,2022-02-13 19:50:27
306,Hithadhoo,MV,-0.6,73.0833,82.15,75,67,9.46,broken clouds,2022-02-13 19:43:28
307,Norman Wells,CA,65.282,-126.8329,-11.16,64,75,5.75,broken clouds,2022-02-13 19:48:28
308,Bandarbeyla,SO,9.4942,50.8122,75.24,65,16,18.37,few clouds,2022-02-13 19:47:06
309,Gazanjyk,TM,39.2446,55.5154,43.2,57,100,14.5,overcast clouds,2022-02-13 19:54:28
310,Ostrovnoy,RU,68.0531,39.5131,15.66,66,100,17.31,overcast clouds,2022-02-13 19:48:48
311,Yichang,CN,30.7144,111.2847,42.85,86,86,1.68,overcast clouds,2022-02-13 19:54:28
312,Sorland,NO,67.667,12.6934,33.66,59,100,25.84,light snow,2022-02-13 19:48:02
313,Yabrud,SY,33.9674,36.6574,35.26,48,0,7.54,clear sky,2022-02-13 19:54:29
314,Peterhead,GB,57.5058,-1.7981,41.56,90,100,8.99,light rain,2022-02-13 19:54:29
315,Bardiyah,LY,31.7561,25.0865,56.17,63,0,7.2,clear sky,2022-02-13 19:50:41
316,Sakaiminato,JP,35.55,133.2333,44.58,65,75,20.71,broken clouds,2022-02-13 19:54:30
317,Lasa,IT,46.6166,10.7002,31.08,63,1,2.06,clear sky,2022-02-13 19:50:50
318,Kalamazoo,US,42.2506,-85.55,22.32,71,100,5.75,overcast clouds,2022-02-13 19:54:30
319,Pajapan,MX,18.25,-94.7,65.64,89,100,16.35,overcast clouds,2022-02-13 19:54:31
320,Salalah,OM,17.0151,54.0924,77.09,38,0,3.44,clear sky,2022-02-13 19:47:52
321,Kirkwood,US,38.5834,-90.4068,37.98,55,9,8.99,clear sky,2022-02-13 19:51:32
322,Namibe,AO,-15.1961,12.1522,75.52,80,100,3.24,overcast clouds,2022-02-13 19:49:04
323,Labuhan,ID,-6.8844,112.2051,75.9,91,100,4.05,overcast clouds,2022-02-13 19:49:34
324,Viadana,IT,44.9333,10.5333,42.19,62,60,3.69,broken clouds,2022-02-13 19:54:32
325,Axim,GH,4.8699,-2.2405,79.39,86,7,7.96,clear sky,2022-02-13 19:54:33
326,Mnogovershinnyy,RU,53.9353,139.9242,-12.39,91,88,2.68,overcast clouds,2022-02-13 19:54:33
327,Togur,RU,58.3631,82.8265,5.85,94,100,11.79,light snow,2022-02-13 19:54:33
328,Buraydah,SA,26.326,43.975,54.05,27,0,6.85,clear sky,2022-02-13 19:54:34
329,Gikongoro,RW,-2.464,29.5739,57.04,88,100,4.92,overcast clouds,2022-02-13 19:54:34
330,Teacapan,MX,22.55,-105.75,83.16,24,100,8.28,overcast clouds,2022-02-13 19:54:35
331,Didi Lilo,GE,41.7361,44.9647,37.18,70,0,17.27,clear sky,2022-02-13 19:54:35
332,Pangnirtung,CA,66.1451,-65.7125,-25.6,75,0,2.3,clear sky,2022-02-13 19:48:34
333,Quatre Cocos,MU,-20.2078,57.7625,81.09,83,76,14.34,broken clouds,2022-02-13 19:51:59
334,Jaypur,IN,18.85,82.5833,58.37,57,66,2.82,broken clouds,2022-02-13 19:54:36
335,Serra Talhada,BR,-7.9919,-38.2983,86.97,39,100,2.3,overcast clouds,2022-02-13 19:54:36
336,Amuntai,ID,-2.4177,115.2494,73.45,86,98,1.59,overcast clouds,2022-02-13 19:54:37
337,Salinas,US,36.6777,-121.6555,81.19,30,0,12.66,clear sky,2022-02-13 19:50:28
338,Manggar,ID,-2.8833,108.2667,77.23,86,90,2.15,overcast clouds,2022-02-13 19:54:37
339,Vizinga,RU,61.0749,50.1031,2.68,100,97,3.38,overcast clouds,2022-02-13 19:54:38
340,Manacapuru,BR,-3.2997,-60.6206,82.98,84,100,3.47,overcast clouds,2022-02-13 19:54:38
341,Elko,US,41.0002,-115.5012,50.74,46,0,5.99,clear sky,2022-02-13 19:54:38
342,Hauterive,FR,46.0901,3.4459,49.01,68,81,15.17,broken clouds,2022-02-13 19:54:39
343,Mancio Lima,BR,-7.6142,-72.8958,71.67,100,100,4.61,overcast clouds,2022-02-13 19:54:39
344,Jalingo,NG,8.8833,11.3667,81.3,13,20,4.16,few clouds,2022-02-13 19:54:39
345,Yokaichiba,JP,35.7,140.55,36.0,93,100,18.41,overcast clouds,2022-02-13 19:54:40
346,Lagoa,PT,39.05,-27.9833,56.43,61,92,5.41,overcast clouds,2022-02-13 19:50:21
347,Vila Franca Do Campo,PT,37.7167,-25.4333,61.2,74,2,5.32,clear sky,2022-02-13 19:51:04
348,Zhovkva,UA,50.0583,23.9726,29.41,71,30,8.55,scattered clouds,2022-02-13 19:54:41
349,Pemangkat,ID,1.1667,108.9667,78.3,86,97,1.74,overcast clouds,2022-02-13 19:54:41
350,Shache,CN,38.4167,77.2406,31.71,46,2,6.08,clear sky,2022-02-13 19:54:41
351,Okhotsk,RU,59.3833,143.3,-14.8,80,1,11.03,clear sky,2022-02-13 19:54:42
352,Sola,VU,-13.8833,167.55,82.11,77,100,18.77,overcast clouds,2022-02-13 19:48:39
353,Kalmunai,LK,7.4167,81.8167,76.03,83,98,6.33,overcast clouds,2022-02-13 19:50:04
354,Ahuimanu,US,21.4447,-157.8378,78.46,71,100,13.8,light rain,2022-02-13 19:51:50
355,Tyazhinskiy,RU,56.116,88.524,-0.62,94,90,6.71,overcast clouds,2022-02-13 19:54:43
356,Tura,IN,25.5198,90.2201,54.39,70,0,4.59,clear sky,2022-02-13 19:51:05
357,Bar Harbor,US,44.3876,-68.2039,24.26,57,100,10.0,overcast clouds,2022-02-13 19:52:57
358,Forio,IT,40.7342,13.8646,52.45,85,23,3.0,few clouds,2022-02-13 19:54:43
359,Cockburn Town,TC,21.4612,-71.1419,80.56,65,40,17.27,scattered clouds,2022-02-13 19:46:53
360,Casma,CL,-41.0082,-73.1244,81.68,38,8,6.46,clear sky,2022-02-13 19:54:44
361,Rio Grande,BR,-32.035,-52.0986,82.51,44,0,15.28,clear sky,2022-02-13 19:48:24
362,Kupang,ID,-10.1667,123.5833,76.93,86,63,4.88,broken clouds,2022-02-13 19:54:45
363,Batagay-Alyta,RU,67.8006,130.4114,-9.22,83,100,3.22,overcast clouds,2022-02-13 19:52:01
364,Coahuayana,MX,18.7333,-103.6833,92.46,31,95,8.52,overcast clouds,2022-02-13 19:54:46
365,Rincon,US,32.296,-81.2354,66.16,43,100,12.77,overcast clouds,2022-02-13 19:54:46
366,Porto Belo,BR,-27.1578,-48.5531,88.63,58,3,11.86,clear sky,2022-02-13 19:54:46
367,Biankouma,CI,7.7391,-7.6138,76.35,26,79,1.25,broken clouds,2022-02-13 19:54:47
368,Bloomingdale,US,27.8936,-82.2404,72.32,81,100,8.05,overcast clouds,2022-02-13 19:52:00
369,Iquique,CL,-20.2208,-70.1431,73.44,66,82,7.7,broken clouds,2022-02-13 19:51:18
370,Mus,TR,39.0,41.75,10.83,87,100,6.93,overcast clouds,2022-02-13 19:54:48
371,Portland,US,45.5234,-122.6762,61.56,46,0,5.75,clear sky,2022-02-13 19:47:34
372,Svetlyy,RU,54.675,20.1347,35.65,73,100,16.53,overcast clouds,2022-02-13 19:54:48
373,Road Town,VG,18.4167,-64.6167,75.24,94,75,10.36,broken clouds,2022-02-13 19:54:49
374,Alta Floresta,BR,-9.8756,-56.0861,84.02,74,75,4.61,broken clouds,2022-02-13 19:48:30
375,Beloha,MG,-25.1667,45.05,75.83,87,29,14.72,scattered clouds,2022-02-13 19:51:58
376,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,82.53,71,8,13.85,clear sky,2022-02-13 19:45:56
377,Novyye Lyady,RU,58.0536,56.6039,18.64,100,96,2.28,overcast clouds,2022-02-13 19:54:49
378,Bandar-E Anzali,IR,37.4727,49.4622,48.31,73,100,7.87,overcast clouds,2022-02-13 19:50:14
379,Komsomolskiy,UZ,40.4272,71.7189,38.12,87,75,4.61,mist,2022-02-13 19:48:45
380,Grand-Lahou,CI,5.1367,-5.0242,78.51,86,100,5.19,light rain,2022-02-13 19:54:50
381,Arang,IN,21.2,81.9667,60.22,24,1,3.27,clear sky,2022-02-13 19:54:51
382,Mangrol,IN,21.1167,70.1167,68.29,57,0,11.18,clear sky,2022-02-13 19:54:51
383,Sangar,RU,63.9242,127.4739,-37.19,100,46,2.15,scattered clouds,2022-02-13 19:47:57
384,Nyaunglebin,MM,17.95,96.7333,60.12,36,49,5.84,scattered clouds,2022-02-13 19:54:52
385,Alofi,NU,-19.0595,-169.9187,78.69,89,100,6.91,overcast clouds,2022-02-13 19:50:13
386,Pottsville,US,40.6857,-76.1955,32.95,77,100,1.99,overcast clouds,2022-02-13 19:49:47
387,Weihe,CN,32.9952,105.3247,32.52,93,91,0.22,overcast clouds,2022-02-13 19:54:53
388,Ballina,AU,-28.8667,153.5667,64.78,99,40,4.61,scattered clouds,2022-02-13 19:50:07
389,Tuatapere,NZ,-46.1333,167.6833,47.82,83,11,4.07,few clouds,2022-02-13 19:48:18
390,General Cepeda,MX,25.3833,-101.45,55.29,33,99,6.6,overcast clouds,2022-02-13 19:54:53
391,Oga,IT,46.4631,10.347,26.69,81,0,4.59,clear sky,2022-02-13 19:54:54
392,Palu,ID,-0.8917,119.8707,75.25,91,100,3.15,overcast clouds,2022-02-13 19:54:54
393,Bembereke,BJ,10.2283,2.6634,82.54,13,79,5.61,broken clouds,2022-02-13 19:54:55
394,Kalia,BD,23.0396,89.6328,60.49,54,0,5.95,clear sky,2022-02-13 19:54:55
395,Cabo San Lucas,MX,22.8909,-109.9124,82.51,59,99,1.99,overcast clouds,2022-02-13 19:50:58
396,Umm Kaddadah,SD,13.6017,26.6876,66.42,17,14,12.15,few clouds,2022-02-13 19:53:15
397,Inirida,CO,3.8653,-67.9239,92.64,44,77,2.59,broken clouds,2022-02-13 19:54:56
398,Tucuman,AR,-26.8241,-65.2226,80.6,47,20,10.36,few clouds,2022-02-13 19:54:56
399,Petrozavodsk,RU,61.7849,34.3469,31.48,86,100,11.18,snow,2022-02-13 19:54:49
400,Singojuruh,ID,-8.3167,114.2333,73.36,97,100,1.12,overcast clouds,2022-02-13 19:54:57
401,Sao Joao Da Barra,BR,-21.6403,-41.0511,82.49,85,11,12.86,few clouds,2022-02-13 19:54:57
402,Linhares,BR,-19.3911,-40.0722,80.4,75,38,8.52,scattered clouds,2022-02-13 19:53:34
403,Abha,SA,18.2164,42.5053,57.45,31,0,4.61,clear sky,2022-02-13 19:54:58
404,Smithers,CA,54.7804,-127.1743,28.72,86,100,2.3,overcast clouds,2022-02-13 19:45:48
405,Luangwa,ZM,-15.6167,30.4167,73.27,81,99,2.91,overcast clouds,2022-02-13 19:54:58
406,Novopokrovka,UA,49.8425,36.5477,23.38,96,7,4.05,clear sky,2022-02-13 19:54:59
407,Amapa,BR,1.0,-52.0,79.14,93,100,3.51,overcast clouds,2022-02-13 19:54:59
408,Douentza,ML,14.9951,-2.9517,73.58,13,6,6.55,clear sky,2022-02-13 19:55:00
409,Sri Aman,MY,1.2376,111.4621,77.09,94,96,0.0,overcast clouds,2022-02-13 19:49:40
410,Qasigiannguit,GL,68.8193,-51.1922,28.56,59,100,25.88,overcast clouds,2022-02-13 19:55:00
411,Camacupa,AO,-12.0167,17.4833,61.83,95,73,2.04,light rain,2022-02-13 19:55:01
412,Tucumcari,US,35.1717,-103.725,54.95,27,0,12.39,clear sky,2022-02-13 19:55:01
413,Huaral,PE,-11.495,-77.2078,78.04,63,55,9.57,broken clouds,2022-02-13 19:55:01
414,Sault Sainte Marie,CA,46.5168,-84.3333,19.96,45,0,4.61,clear sky,2022-02-13 19:52:41
415,Las Vegas,US,36.175,-115.1372,72.25,14,0,3.44,clear sky,2022-02-13 19:51:03
416,Santa Elena,EC,-2.2333,-80.85,83.75,61,0,9.22,clear sky,2022-02-13 19:55:02
417,Wanaka,NZ,-44.7,169.15,46.11,80,0,1.99,clear sky,2022-02-13 19:52:34
418,Matara,LK,5.9485,80.5353,74.19,86,100,9.95,overcast clouds,2022-02-13 19:55:03
419,Ostersund,SE,63.1792,14.6357,37.85,75,100,8.05,overcast clouds,2022-02-13 19:51:10
420,Port Hardy,CA,50.6996,-127.4199,46.76,76,75,5.75,broken clouds,2022-02-13 19:51:02
421,Nemuro,JP,43.3236,145.575,26.74,85,99,9.75,overcast clouds,2022-02-13 19:55:04
422,Jurado,CO,7.1053,-77.7641,81.82,79,100,3.91,light rain,2022-02-13 19:55:04
423,Villa Sandino,NI,12.0483,-84.9936,87.17,57,22,19.08,few clouds,2022-02-13 19:55:04
424,Kishtwar,IN,33.3167,75.7667,40.55,71,100,4.34,overcast clouds,2022-02-13 19:55:05
425,Nalut,LY,30.3333,10.85,56.73,25,43,11.23,scattered clouds,2022-02-13 19:55:05
426,Pangody,RU,65.85,74.4859,-13.95,96,85,9.1,overcast clouds,2022-02-13 19:55:06
427,Geraldton,AU,-28.7667,114.6,73.81,88,100,6.91,overcast clouds,2022-02-13 19:49:12
428,Pevek,RU,69.7008,170.3133,-17.43,98,100,8.88,overcast clouds,2022-02-13 19:48:31
429,Severnoye,RU,56.3491,78.3619,12.52,96,100,4.45,light snow,2022-02-13 19:55:06
430,Beeville,US,28.4008,-97.7483,63.95,9,0,8.05,clear sky,2022-02-13 19:55:07
431,Palmer,US,42.1584,-72.3287,31.98,64,100,8.05,overcast clouds,2022-02-13 19:55:07
432,Maldonado,UY,-34.6667,-54.9167,67.39,49,8,15.84,clear sky,2022-02-13 19:55:08
433,Sikonge,TZ,-5.6333,32.7667,64.85,96,98,2.15,moderate rain,2022-02-13 19:55:08
434,Eyl,SO,7.9803,49.8164,75.07,70,88,19.24,overcast clouds,2022-02-13 19:55:08
435,Vanavara,RU,60.34,102.2797,-23.44,99,23,4.36,few clouds,2022-02-13 19:55:09
436,Guane,CU,22.2025,-84.0875,74.39,85,100,4.14,overcast clouds,2022-02-13 19:55:09
437,Jiayuguan,CN,39.8167,98.3,25.21,51,100,6.58,overcast clouds,2022-02-13 19:55:10
438,Necochea,AR,-38.5473,-58.7368,69.94,36,1,7.11,clear sky,2022-02-13 19:46:22
439,Paamiut,GL,61.994,-49.6678,12.7,95,100,19.13,light snow,2022-02-13 19:50:27
440,San Cristobal,VE,7.7669,-72.225,80.78,36,97,4.59,overcast clouds,2022-02-13 19:48:56
441,Bolshaya Sosnova,RU,57.6713,54.6029,6.64,99,90,3.51,overcast clouds,2022-02-13 19:55:10
442,Damaturu,NG,11.747,11.9608,72.68,18,10,9.08,clear sky,2022-02-13 19:55:11
443,Daru,PG,-9.0763,143.2092,78.89,80,51,9.51,broken clouds,2022-02-13 19:48:56
444,Arivonimamo,MG,-19.0167,47.1833,64.45,92,42,7.2,scattered clouds,2022-02-13 19:55:12
445,Ordzhonikidze,KZ,52.4411,61.7408,16.65,96,100,5.03,overcast clouds,2022-02-13 19:55:12
446,San Francisco Del Mar,MX,16.2333,-94.65,70.09,70,100,39.73,overcast clouds,2022-02-13 19:55:12
